"File","SUM_LOC+","MAX_LOC+","SUM_LOC-","MAX_LOC-","MAX_SET","AVG_SET","NO_REV","SUM_CHRN","MAX_CHRN","Age","CountOfDeveloper","REF","BUG"
"proposal/sandbox/antunit/src/main/org/apache/ant/antlib/antunit/AssertTask.java",0.00,0,0.00,0,3,3.00,1,0.00,0,-69.00,1,"FALSE","FALSE"
"proposal/sandbox/antunit/src/testcases/org/apache/ant/antlib/antunit/AssertTest.java",0.00,0,0.00,0,3,3.00,1,0.00,0,-69.00,1,"FALSE","FALSE"
"proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCCheckin.java",1.00,1,2.00,2,896,896.00,1,3.00,3,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCCheckout.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCFile.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCMatchingTask.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCMkelem.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCMklabel.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCRmname.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCUtils.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CmdResult.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/dotnet/src/main/org/apache/tools/ant/taskdefs/optional/dotnet/AbstractBuildTask.java",317.00,207,56.00,47,7,3.80,5,373.00,207,3.85,1,"TRUE","FALSE"
"proposal/sandbox/dotnet/src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotNetExecTask.java",90.00,36,48.00,47,7,3.25,4,138.00,57,3.85,1,"TRUE","FALSE"
"proposal/sandbox/dotnet/src/main/org/apache/tools/ant/taskdefs/optional/dotnet/MSBuildTask.java",169.00,124,47.00,47,7,5.00,3,216.00,124,3.85,1,"FALSE","FALSE"
"proposal/sandbox/dotnet/src/main/org/apache/tools/ant/taskdefs/optional/dotnet/NAntTask.java",143.00,107,47.00,47,7,5.00,3,190.00,107,3.85,1,"FALSE","FALSE"
"proposal/sandbox/dotnet/src/main/org/apache/tools/ant/taskdefs/optional/dotnet/NUnitTask.java",337.00,337,0.00,0,2,2.00,1,337.00,337,-35.14,1,"FALSE","FALSE"
"proposal/sandbox/dotnet/src/main/org/apache/tools/ant/taskdefs/optional/dotnet/WixTask.java",305.00,303,7.00,7,3,2.00,2,312.00,303,-17.14,1,"TRUE","FALSE"
"proposal/sandbox/dotnet/src/testcases/org/apache/tools/ant/taskdefs/optional/dotnet/DotNetExecTaskTest.java",58.00,48,48.00,47,896,301.66,3,106.00,57,3.85,2,"FALSE","FALSE"
"proposal/sandbox/dotnet/src/testcases/org/apache/tools/ant/taskdefs/optional/dotnet/MSBuildTaskTest.java",113.00,91,47.00,47,7,4.66,3,160.00,91,3.28,1,"FALSE","FALSE"
"proposal/sandbox/dotnet/src/testcases/org/apache/tools/ant/taskdefs/optional/dotnet/NAntTaskTest.java",113.00,91,47.00,47,7,4.66,3,160.00,91,3.28,1,"FALSE","FALSE"
"proposal/sandbox/dotnet/src/testcases/org/apache/tools/ant/taskdefs/optional/dotnet/NUnitTaskTest.java",81.00,81,0.00,0,2,2.00,1,81.00,81,-35.14,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/Base64Encode.java",0.00,0,2.00,2,896,896.00,1,2.00,2,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/ContentGuesser.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/hostname.java",1.00,1,2.00,1,896,448.50,2,3.00,2,-11.71,2,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpAuthenticationStrategy.java",0.00,0,2.00,2,896,896.00,1,2.00,2,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpBasicAuth.java",0.00,0,2.00,2,896,896.00,1,2.00,2,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpDigestAuth.java",0.00,0,2.00,2,896,896.00,1,2.00,2,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpGet.java",0.00,0,3.00,3,896,896.00,1,3.00,3,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpHead.java",0.00,0,3.00,3,896,896.00,1,3.00,3,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpPost.java",0.00,0,2.00,2,896,896.00,1,2.00,2,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpRequestParameter.java",0.00,0,2.00,2,896,896.00,1,2.00,2,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpTask.java",0.00,0,4.00,4,896,896.00,1,4.00,4,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/NullOutputStream.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/SetProxy.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/ArrayEnumeration.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/BaseTestElement.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/BatchTestElement.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/ClasspathTestCollector.java",2.00,2,3.00,2,896,448.50,2,5.00,4,-11.71,2,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/ClientElement.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/CompoundEnumeration.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/FilterElement.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/BaseFormatter.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/BaseStreamFormatter.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/BriefFormatter.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/FilterFormatter.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/FilterStackFormatter.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/Formatter.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/PlainFormatter.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/SummaryFormatter.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/XMLFormatter.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/JUnitHelper.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/KeepAliveOutputStream.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/OutputAttribute.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/EventDispatcher.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/ExceptionData.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/Messenger.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/Server.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/TestRunEvent.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/TestRunListener.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/TestRunner.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/TestSummary.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/ResultFormatterElement.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/RJUnitTask.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/ServerElement.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/TestElement.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/WatchdogTest.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/ZipScanner.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/data/Test1.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/FilterStackFormatterTest.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/FormatterRecorder.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/remote/MessageReaderTest.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/remote/TestCases.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/remote/TestRunnerTest.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/RJUnitTaskTest.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/TestRunRecorder.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/ZipScannerTest.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/selectors/src/main/org/apache/tools/ant/DirectoryScanner.java",0.00,0,2.00,2,896,896.00,1,2.00,2,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/selectors/src/main/org/apache/tools/ant/selectors/FileSelector.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/selectors/src/main/org/apache/tools/ant/selectors/FileTypeSelector.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/selectors/src/main/org/apache/tools/ant/types/FileSet.java",0.00,0,6.00,6,896,896.00,1,6.00,6,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/selectors/src/main/org/apache/tools/ant/types/Pattern.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/selectors/src/main/org/apache/tools/ant/types/PatternSet.java",0.00,0,6.00,6,896,896.00,1,6.00,6,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/selectors/src/main/org/apache/tools/ant/types/ZipScanner.java",0.00,0,1.00,1,896,896.00,1,1.00,1,-11.71,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/main/org/apache/tools/ant/taskdefs/svn/AbstractSvnTask.java",123.00,105,1.00,1,6,3.33,3,124.00,105,-60.14,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/main/org/apache/tools/ant/taskdefs/svn/LineOrientedOutputStream.java",136.00,136,0.00,0,6,6.00,1,136.00,136,-60.57,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/main/org/apache/tools/ant/taskdefs/svn/Svn.java",0.00,0,0.00,0,3,3.00,1,0.00,0,-60.14,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/main/org/apache/tools/ant/taskdefs/svn/SvnChangeLogParser.java",194.00,190,4.00,3,104,38.00,3,198.00,190,-60.57,2,"FALSE","FALSE"
"proposal/sandbox/svn/src/main/org/apache/tools/ant/taskdefs/svn/SvnChangeLogTask.java",405.00,400,4.00,4,6,5.00,2,409.00,400,-60.57,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/main/org/apache/tools/ant/taskdefs/svn/SvnChangeLogWriter.java",173.00,83,75.00,46,6,3.00,4,248.00,89,-60.57,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/main/org/apache/tools/ant/taskdefs/svn/SvnDiffHandler.java",225.00,198,16.00,15,5,2.66,3,241.00,198,-60.85,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/main/org/apache/tools/ant/taskdefs/svn/SvnEntry.java",177.00,117,4.00,4,6,4.00,3,181.00,117,-60.57,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/main/org/apache/tools/ant/taskdefs/svn/SvnRevisionDiff.java",332.00,323,168.00,168,5,3.50,2,500.00,323,-60.71,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/main/org/apache/tools/ant/taskdefs/svn/SvnTagDiff.java",212.00,212,0.00,0,5,5.00,1,212.00,212,-60.85,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/testcases/org/apache/tools/ant/taskdefs/svn/AbstractSvnTaskTest.java",5.00,3,3.00,2,104,36.33,3,8.00,4,-60.14,2,"FALSE","FALSE"
"proposal/sandbox/svn/src/testcases/org/apache/tools/ant/taskdefs/svn/SvnChangeLogTaskTest.java",148.00,148,0.00,0,2,2.00,1,148.00,148,-60.71,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/testcases/org/apache/tools/ant/taskdefs/svn/SvnRevisionDiffTest.java",140.00,138,2.00,2,5,3.50,2,142.00,138,-60.71,1,"FALSE","FALSE"
"proposal/sandbox/svn/src/testcases/org/apache/tools/ant/taskdefs/svn/SvnTagDiffTest.java",146.00,146,0.00,0,5,5.00,1,146.00,146,-60.85,1,"FALSE","FALSE"
"proposal/xdocs/src/org/apache/ant/xdoclet/AntDocletTask.java",82.00,82,0.00,0,6,6.00,1,82.00,82,33.28,1,"FALSE","FALSE"
"proposal/xdocs/src/org/apache/ant/xdoclet/AntSubTask.java",180.00,175,4.00,3,6,3.33,3,184.00,175,33.28,2,"FALSE","FALSE"
"proposal/xdocs/src/org/apache/ant/xdoclet/IndexGen.java",147.00,143,1.00,1,896,301.00,3,148.00,143,33.28,3,"FALSE","FALSE"
"proposal/xdocs/src/org/apache/ant/xdoclet/TaskDefPropertiesSubTask.java",91.00,80,50.00,49,896,335.33,3,141.00,80,33.28,3,"FALSE","FALSE"
"proposal/xdocs/src/org/apache/ant/xdoclet/TaskDescriptorSubTask.java",126.00,109,64.00,54,896,252.25,4,190.00,109,33.28,4,"FALSE","FALSE"
"proposal/xdocs/src/org/apache/ant/xdoclet/TaskTagsHandler.java",907.00,888,50.00,40,896,226.50,4,957.00,888,33.28,4,"FALSE","FALSE"
"src/etc/testcases/core/containersrc/test/SpecialSeq.java",116.00,53,50.00,49,886,356.40,5,166.00,61,36.85,3,"FALSE","TRUE"
"src/etc/testcases/taskdefs/apt/AptExample.java",26.00,26,0.00,0,6,6.00,1,26.00,26,-63.85,1,"FALSE","FALSE"
"src/etc/testcases/taskdefs/apt/Distributed.java",40.00,40,0.00,0,6,6.00,1,40.00,40,-63.85,1,"FALSE","FALSE"
"src/etc/testcases/taskdefs/apt/DistributedAnnotationFactory.java",51.00,51,0.00,0,6,6.00,1,51.00,51,-63.85,1,"FALSE","FALSE"
"src/etc/testcases/taskdefs/apt/DistributedAnnotationProcessor.java",66.00,66,0.00,0,6,6.00,1,66.00,66,-63.85,1,"FALSE","FALSE"
"src/etc/testcases/taskdefs/optional/depend/src4/test/ContainsOnlyInner.java",8.00,8,0.00,0,5,5.00,1,8.00,8,35.42,1,"FALSE","FALSE"
"src/etc/testcases/taskdefs/optional/depend/src4/test/MethodParam.java",8.00,8,0.00,0,5,5.00,1,8.00,8,35.42,1,"FALSE","FALSE"
"src/etc/testcases/taskdefs/optional/dotnet/jsharp.java",80.00,67,50.00,49,886,592.00,3,130.00,67,12.57,2,"FALSE","TRUE"
"src/etc/testcases/taskdefs/optional/javah/input/org/example/Foo.java",25.00,25,0.00,0,8,8.00,1,25.00,25,-59.14,1,"FALSE","FALSE"
"src/etc/testcases/taskdefs/rmic/src/AntTimestamp.java",49.00,29,5.00,4,8,4.00,3,54.00,29,-33.00,2,"FALSE","FALSE"
"src/etc/testcases/taskdefs/rmic/src/RemoteTimestamp.java",26.00,16,1.00,1,11,7.00,2,27.00,17,-32.85,2,"FALSE","FALSE"
"src/etc/testcases/taskdefs/rmic/src/RemoteTimestampImpl.java",30.00,18,3.00,3,11,7.00,2,33.00,21,-32.85,2,"FALSE","FALSE"
"src/etc/testcases/types/assertions/AssertionMain.java",30.00,30,0.00,0,3,3.00,1,30.00,30,-17.57,1,"FALSE","TRUE"
"src/etc/testcases/types/assertions/AssertionTest.java",100.00,66,56.00,49,886,445.25,4,156.00,66,12.28,2,"FALSE","TRUE"
"src/main/org/apache/tools/ant/AntClassLoader.java",364.00,226,175.00,59,896,156.28,25,539.00,285,27.28,7,"FALSE","TRUE"
"src/main/org/apache/tools/ant/AntTypeDefinition.java",661.00,331,292.00,128,896,201.88,18,953.00,331,25.00,5,"FALSE","TRUE"
"src/main/org/apache/tools/ant/BuildEvent.java",35.00,20,73.00,49,896,729.20,5,108.00,61,23.57,3,"FALSE","FALSE"
"src/main/org/apache/tools/ant/BuildException.java",17.00,12,55.00,49,896,714.60,5,72.00,61,13.85,2,"FALSE","FALSE"
"src/main/org/apache/tools/ant/BuildListener.java",22.00,12,60.00,49,896,729.20,5,82.00,61,23.57,3,"FALSE","FALSE"
"src/main/org/apache/tools/ant/BuildLogger.java",27.00,12,65.00,49,896,729.20,5,92.00,61,23.57,3,"FALSE","FALSE"
"src/main/org/apache/tools/ant/ComponentHelper.java",1154.00,291,837.00,311,896,73.53,54,1991.00,602,35.42,9,"TRUE","TRUE"
"src/main/org/apache/tools/ant/DefaultLogger.java",55.00,37,86.00,49,896,608.66,6,141.00,67,23.57,3,"FALSE","TRUE"
"src/main/org/apache/tools/ant/DemuxInputStream.java",38.00,14,66.00,49,896,366.60,10,104.00,61,27.28,4,"FALSE","TRUE"
"src/main/org/apache/tools/ant/DemuxOutputStream.java",172.00,37,162.00,49,896,274.00,14,334.00,74,23.57,5,"FALSE","TRUE"
"src/main/org/apache/tools/ant/Diagnostics.java",259.00,66,188.00,49,896,172.45,22,447.00,94,35.42,6,"TRUE","TRUE"
